state	age	cause	sex	perc
D & N HAVELI	25-34	External Causes	M	0
D & N HAVELI	25-34	External Causes	F	0
D & N HAVELI	25-34	External Causes	T	0
D & N HAVELI	35-44	External Causes	M	0
D & N HAVELI	35-44	External Causes	F	0
D & N HAVELI	35-44	External Causes	T	0
D & N HAVELI	45-54	External Causes	M	4.9
D & N HAVELI	45-54	External Causes	F	2.8
D & N HAVELI	45-54	External Causes	T	4.1
D & N HAVELI	55-64	External Causes	M	0.5
D & N HAVELI	55-64	External Causes	F	1
D & N HAVELI	55-64	External Causes	T	0.7
D & N HAVELI	65-69	External Causes	M	0
D & N HAVELI	65-69	External Causes	F	0
D & N HAVELI	65-69	External Causes	T	0
D & N HAVELI	70+	External Causes	M	0
D & N HAVELI	70+	External Causes	F	0
D & N HAVELI	70+	External Causes	T	0
D & N HAVELI	1-4	Unknown diseases	M	0
D & N HAVELI	1-4	Unknown diseases	F	0
D & N HAVELI	1-4	Unknown diseases	T	0
D & N HAVELI	5-14	Unknown diseases	M	0
D & N HAVELI	5-14	Unknown diseases	F	0
D & N HAVELI	5-14	Unknown diseases	T	0
D & N HAVELI	15-24	Unknown diseases	M	0
D & N HAVELI	15-24	Unknown diseases	F	0
D & N HAVELI	15-24	Unknown diseases	T	0
D & N HAVELI	25-34	Unknown diseases	M	0
D & N HAVELI	25-34	Unknown diseases	F	0
D & N HAVELI	25-34	Unknown diseases	T	0
D & N HAVELI	35-44	Unknown diseases	M	0
D & N HAVELI	35-44	Unknown diseases	F	0
D & N HAVELI	35-44	Unknown diseases	T	0
D & N HAVELI	45-54	Unknown diseases	M	0
D & N HAVELI	45-54	Unknown diseases	F	0
D & N HAVELI	45-54	Unknown diseases	T	0
D & N HAVELI	55-64	Unknown diseases	M	71.8
D & N HAVELI	55-64	Unknown diseases	F	75.5
D & N HAVELI	55-64	Unknown diseases	T	73
D & N HAVELI	65-69	Unknown diseases	M	57.1
D & N HAVELI	65-69	Unknown diseases	F	64.3
D & N HAVELI	65-69	Unknown diseases	T	59.5
D & N HAVELI	70+	Unknown diseases	M	74
D & N HAVELI	70+	Unknown diseases	F	82.4
D & N HAVELI	70+	Unknown diseases	T	78.3
D & N HAVELI	1-4	Respiratory	M	0
D & N HAVELI	1-4	Respiratory	F	100
D & N HAVELI	1-4	Respiratory	T	75
D & N HAVELI	5-14	Respiratory	M	0
D & N HAVELI	5-14	Respiratory	F	0
D & N HAVELI	5-14	Respiratory	T	0
D & N HAVELI	15-24	Respiratory	M	0
D & N HAVELI	15-24	Respiratory	F	0
D & N HAVELI	15-24	Respiratory	T	0
D & N HAVELI	25-34	Respiratory	M	0
D & N HAVELI	25-34	Respiratory	F	0
D & N HAVELI	25-34	Respiratory	T	0
D & N HAVELI	35-44	Respiratory	M	0
D & N HAVELI	35-44	Respiratory	F	0
D & N HAVELI	35-44	Respiratory	T	0
D & N HAVELI	45-54	Respiratory	M	0
D & N HAVELI	45-54	Respiratory	F	0
D & N HAVELI	45-54	Respiratory	T	0
D & N HAVELI	55-64	Respiratory	M	0
D & N HAVELI	55-64	Respiratory	F	0
D & N HAVELI	55-64	Respiratory	T	0
D & N HAVELI	65-69	Respiratory	M	0
D & N HAVELI	65-69	Respiratory	F	0
D & N HAVELI	65-69	Respiratory	T	0
D & N HAVELI	70+	Respiratory	M	0
D & N HAVELI	70+	Respiratory	F	0
D & N HAVELI	70+	Respiratory	T	0
D & N HAVELI	1-4	Cancer	M	0
D & N HAVELI	1-4	Cancer	F	0
D & N HAVELI	1-4	Cancer	T	0
D & N HAVELI	5-14	Cancer	M	0
D & N HAVELI	5-14	Cancer	F	0
D & N HAVELI	5-14	Cancer	T	0
D & N HAVELI	15-24	Cancer	M	0
D & N HAVELI	15-24	Cancer	F	0
D & N HAVELI	15-24	Cancer	T	0
D & N HAVELI	25-34	Cancer	M	0
D & N HAVELI	25-34	Cancer	F	0
D & N HAVELI	25-34	Cancer	T	0
D & N HAVELI	35-44	Cancer	M	0
D & N HAVELI	35-44	Cancer	F	0
D & N HAVELI	35-44	Cancer	T	0
D & N HAVELI	45-54	Cancer	M	0
D & N HAVELI	45-54	Cancer	F	0
D & N HAVELI	45-54	Cancer	T	0
D & N HAVELI	55-64	Cancer	M	0
D & N HAVELI	55-64	Cancer	F	0
D & N HAVELI	55-64	Cancer	T	0
D & N HAVELI	65-69	Cancer	M	0
D & N HAVELI	65-69	Cancer	F	0
D & N HAVELI	65-69	Cancer	T	0
D & N HAVELI	70+	Cancer	M	0
D & N HAVELI	70+	Cancer	F	0
D & N HAVELI	70+	Cancer	T	0
D & N HAVELI	1-4	Digestive	M	0
D & N HAVELI	1-4	Digestive	F	0
D & N HAVELI	1-4	Digestive	T	0
D & N HAVELI	5-14	Digestive	M	0
D & N HAVELI	5-14	Digestive	F	0
D & N HAVELI	5-14	Digestive	T	0
D & N HAVELI	15-24	Digestive	M	0
D & N HAVELI	15-24	Digestive	F	0
D & N HAVELI	15-24	Digestive	T	0
D & N HAVELI	25-34	Digestive	M	0
D & N HAVELI	25-34	Digestive	F	0
D & N HAVELI	25-34	Digestive	T	0
D & N HAVELI	35-44	Digestive	M	0
D & N HAVELI	35-44	Digestive	F	0
D & N HAVELI	35-44	Digestive	T	0
D & N HAVELI	45-54	Digestive	M	0
D & N HAVELI	45-54	Digestive	F	0
D & N HAVELI	45-54	Digestive	T	0
D & N HAVELI	55-64	Digestive	M	0
D & N HAVELI	55-64	Digestive	F	0
D & N HAVELI	55-64	Digestive	T	0
D & N HAVELI	65-69	Digestive	M	0
D & N HAVELI	65-69	Digestive	F	0
D & N HAVELI	65-69	Digestive	T	0
D & N HAVELI	70+	Digestive	M	0
D & N HAVELI	70+	Digestive	F	0
D & N HAVELI	70+	Digestive	T	0
D & N HAVELI	1-4	Blood diseases	M	0
D & N HAVELI	1-4	Blood diseases	F	0
D & N HAVELI	1-4	Blood diseases	T	0
D & N HAVELI	5-14	Blood diseases	M	0
D & N HAVELI	5-14	Blood diseases	F	0
D & N HAVELI	5-14	Blood diseases	T	0
D & N HAVELI	15-24	Blood diseases	M	0
D & N HAVELI	15-24	Blood diseases	F	0
D & N HAVELI	15-24	Blood diseases	T	0
D & N HAVELI	25-34	Blood diseases	M	0
D & N HAVELI	25-34	Blood diseases	F	0
D & N HAVELI	25-34	Blood diseases	T	0
D & N HAVELI	35-44	Blood diseases	M	0
D & N HAVELI	35-44	Blood diseases	F	0
D & N HAVELI	35-44	Blood diseases	T	0
D & N HAVELI	45-54	Blood diseases	M	0
D & N HAVELI	45-54	Blood diseases	F	0
D & N HAVELI	45-54	Blood diseases	T	0
D & N HAVELI	55-64	Blood diseases	M	0
D & N HAVELI	55-64	Blood diseases	F	0
D & N HAVELI	55-64	Blood diseases	T	0
D & N HAVELI	65-69	Blood diseases	M	0
D & N HAVELI	65-69	Blood diseases	F	0
D & N HAVELI	65-69	Blood diseases	T	0
D & N HAVELI	70+	Blood diseases	M	0
D & N HAVELI	70+	Blood diseases	F	0
D & N HAVELI	70+	Blood diseases	T	0
D & N HAVELI	1-4	Endocrine	M	0
D & N HAVELI	1-4	Endocrine	F	0
D & N HAVELI	1-4	Endocrine	T	0
D & N HAVELI	5-14	Endocrine	M	0
D & N HAVELI	5-14	Endocrine	F	0
D & N HAVELI	5-14	Endocrine	T	0
D & N HAVELI	15-24	Endocrine	M	0
D & N HAVELI	15-24	Endocrine	F	0
D & N HAVELI	15-24	Endocrine	T	0
D & N HAVELI	25-34	Endocrine	M	0
D & N HAVELI	25-34	Endocrine	F	0
D & N HAVELI	25-34	Endocrine	T	0
D & N HAVELI	35-44	Endocrine	M	0
D & N HAVELI	35-44	Endocrine	F	0
D & N HAVELI	35-44	Endocrine	T	0
D & N HAVELI	45-54	Endocrine	M	0
D & N HAVELI	45-54	Endocrine	F	0
D & N HAVELI	45-54	Endocrine	T	0
D & N HAVELI	55-64	Endocrine	M	0
D & N HAVELI	55-64	Endocrine	F	0
D & N HAVELI	55-64	Endocrine	T	0
D & N HAVELI	65-69	Endocrine	M	0
D & N HAVELI	65-69	Endocrine	F	0
D & N HAVELI	65-69	Endocrine	T	0
D & N HAVELI	70+	Endocrine	M	0
D & N HAVELI	70+	Endocrine	F	0
D & N HAVELI	70+	Endocrine	T	0
D & N HAVELI	1-4	Nervous	M	0
D & N HAVELI	1-4	Nervous	F	0
D & N HAVELI	1-4	Nervous	T	0
D & N HAVELI	5-14	Nervous	M	0
D & N HAVELI	5-14	Nervous	F	0
D & N HAVELI	5-14	Nervous	T	0
D & N HAVELI	15-24	Nervous	M	0
D & N HAVELI	15-24	Nervous	F	0
D & N HAVELI	15-24	Nervous	T	0
D & N HAVELI	25-34	Nervous	M	0
D & N HAVELI	25-34	Nervous	F	0
D & N HAVELI	25-34	Nervous	T	0
D & N HAVELI	35-44	Nervous	M	0
D & N HAVELI	35-44	Nervous	F	0
D & N HAVELI	35-44	Nervous	T	0
D & N HAVELI	45-54	Nervous	M	0
D & N HAVELI	45-54	Nervous	F	0
D & N HAVELI	45-54	Nervous	T	0
D & N HAVELI	55-64	Nervous	M	0
D & N HAVELI	55-64	Nervous	F	0
D & N HAVELI	55-64	Nervous	T	0
D & N HAVELI	65-69	Nervous	M	0
D & N HAVELI	65-69	Nervous	F	0
D & N HAVELI	65-69	Nervous	T	0
D & N HAVELI	70+	Nervous	M	0
D & N HAVELI	70+	Nervous	F	0
D & N HAVELI	70+	Nervous	T	0
D & N HAVELI	1-4	Others	F	0
D & N HAVELI	5-14	Others	F	0
D & N HAVELI	15-24	Others	F	0
D & N HAVELI	25-34	Others	F	0
D & N HAVELI	35-44	Others	F	0
D & N HAVELI	45-54	Others	F	0
D & N HAVELI	55-64	Others	F	0
D & N HAVELI	65-69	Others	F	0
D & N HAVELI	70+	Others	F	0
D & N HAVELI	1-4	Others	M	0
D & N HAVELI	5-14	Others	M	0
D & N HAVELI	15-24	Others	M	0
D & N HAVELI	25-34	Others	M	0
D & N HAVELI	35-44	Others	M	0
D & N HAVELI	45-54	Others	M	0
D & N HAVELI	55-64	Others	M	0
D & N HAVELI	65-69	Others	M	0
D & N HAVELI	70+	Others	M	0
D & N HAVELI	1-4	Others	T	0
D & N HAVELI	5-14	Others	T	0
D & N HAVELI	15-24	Others	T	0
D & N HAVELI	25-34	Others	T	0
D & N HAVELI	35-44	Others	T	0
D & N HAVELI	45-54	Others	T	0
D & N HAVELI	55-64	Others	T	0
D & N HAVELI	65-69	Others	T	0
D & N HAVELI	70+	Others	T	0
DAMAN & DIU	1-4	Circulatory	M	0
DAMAN & DIU	1-4	Circulatory	F	100
DAMAN & DIU	1-4	Circulatory	T	12.5
DAMAN & DIU	5-14	Circulatory	M	0
DAMAN & DIU	5-14	Circulatory	F	1
DAMAN & DIU	5-14	Circulatory	T	16.7
DAMAN & DIU	15-24	Circulatory	M	20
DAMAN & DIU	15-24	Circulatory	F	11.1
DAMAN & DIU	15-24	Circulatory	T	15.8
DAMAN & DIU	25-34	Circulatory	M	30.3
DAMAN & DIU	25-34	Circulatory	F	30.8
DAMAN & DIU	25-34	Circulatory	T	30.4
DAMAN & DIU	35-44	Circulatory	M	38.5
DAMAN & DIU	35-44	Circulatory	F	38.9
DAMAN & DIU	35-44	Circulatory	T	38.6
DAMAN & DIU	45-54	Circulatory	M	59
DAMAN & DIU	45-54	Circulatory	F	55.6
DAMAN & DIU	45-54	Circulatory	T	58.3
DAMAN & DIU	55-64	Circulatory	M	62.5
DAMAN & DIU	55-64	Circulatory	F	46.7
DAMAN & DIU	55-64	Circulatory	T	57.8
DAMAN & DIU	65-69	Circulatory	M	65.8
DAMAN & DIU	65-69	Circulatory	F	43.5
DAMAN & DIU	65-69	Circulatory	T	57.4
DAMAN & DIU	70+	Circulatory	M	64.6
DAMAN & DIU	70+	Circulatory	F	60.2
DAMAN & DIU	70+	Circulatory	T	62.4
DAMAN & DIU	1-4	Infections	M	0
DAMAN & DIU	1-4	Infections	F	0
DAMAN & DIU	1-4	Infections	T	0
DAMAN & DIU	5-14	Infections	M	50
DAMAN & DIU	5-14	Infections	F	0
DAMAN & DIU	5-14	Infections	T	16.7
DAMAN & DIU	15-24	Infections	M	0
DAMAN & DIU	15-24	Infections	F	16.7
DAMAN & DIU	15-24	Infections	T	7.9
DAMAN & DIU	25-34	Infections	M	3
DAMAN & DIU	25-34	Infections	F	0
DAMAN & DIU	25-34	Infections	T	2.2
DAMAN & DIU	35-44	Infections	M	3.8
DAMAN & DIU	35-44	Infections	F	16.7
DAMAN & DIU	35-44	Infections	T	7.1
DAMAN & DIU	45-54	Infections	M	6.4
DAMAN & DIU	45-54	Infections	F	5.6
DAMAN & DIU	45-54	Infections	T	6.3
DAMAN & DIU	55-64	Infections	M	1.4
DAMAN & DIU	55-64	Infections	F	3.3
DAMAN & DIU	55-64	Infections	T	2
DAMAN & DIU	65-69	Infections	M	5.3
DAMAN & DIU	65-69	Infections	F	0
DAMAN & DIU	65-69	Infections	T	3.3
DAMAN & DIU	70+	Infections	M	0
DAMAN & DIU	70+	Infections	F	3.1
DAMAN & DIU	70+	Infections	T	1.5
DAMAN & DIU	1-4	External Causes	M	0
DAMAN & DIU	1-4	External Causes	F	0
DAMAN & DIU	1-4	External Causes	T	0
DAMAN & DIU	5-14	External Causes	M	0
DAMAN & DIU	5-14	External Causes	F	0
DAMAN & DIU	5-14	External Causes	T	0
DAMAN & DIU	15-24	External Causes	M	0
DAMAN & DIU	15-24	External Causes	F	0
DAMAN & DIU	15-24	External Causes	T	0
DAMAN & DIU	25-34	External Causes	M	0
DAMAN & DIU	25-34	External Causes	F	0
DAMAN & DIU	25-34	External Causes	T	0
DAMAN & DIU	35-44	External Causes	M	0
DAMAN & DIU	35-44	External Causes	F	0
DAMAN & DIU	35-44	External Causes	T	0
DAMAN & DIU	45-54	External Causes	M	0
DAMAN & DIU	45-54	External Causes	F	0
DAMAN & DIU	45-54	External Causes	T	0
DAMAN & DIU	55-64	External Causes	M	0
DAMAN & DIU	55-64	External Causes	F	0
DAMAN & DIU	55-64	External Causes	T	0
DAMAN & DIU	65-69	External Causes	M	0
DAMAN & DIU	65-69	External Causes	F	0
DAMAN & DIU	65-69	External Causes	T	0
DAMAN & DIU	70+	External Causes	M	0
DAMAN & DIU	70+	External Causes	F	0
DAMAN & DIU	70+	External Causes	T	0
DAMAN & DIU	1-4	Unknown diseases	M	0
DAMAN & DIU	1-4	Unknown diseases	F	0
DAMAN & DIU	1-4	Unknown diseases	T	0
DAMAN & DIU	5-14	Unknown diseases	M	0
DAMAN & DIU	5-14	Unknown diseases	F	0
DAMAN & DIU	5-14	Unknown diseases	T	0
DAMAN & DIU	15-24	Unknown diseases	M	0
DAMAN & DIU	15-24	Unknown diseases	F	0
DAMAN & DIU	15-24	Unknown diseases	T	0
DAMAN & DIU	25-34	Unknown diseases	M	0
DAMAN & DIU	25-34	Unknown diseases	F	0
DAMAN & DIU	25-34	Unknown diseases	T	0
DAMAN & DIU	35-44	Unknown diseases	M	0
DAMAN & DIU	35-44	Unknown diseases	F	0
DAMAN & DIU	35-44	Unknown diseases	T	0
DAMAN & DIU	45-54	Unknown diseases	M	0
DAMAN & DIU	45-54	Unknown diseases	F	0
DAMAN & DIU	45-54	Unknown diseases	T	0
DAMAN & DIU	55-64	Unknown diseases	M	0
DAMAN & DIU	55-64	Unknown diseases	F	0
DAMAN & DIU	55-64	Unknown diseases	T	0
DAMAN & DIU	65-69	Unknown diseases	M	0
DAMAN & DIU	65-69	Unknown diseases	F	0
DAMAN & DIU	65-69	Unknown diseases	T	0
DAMAN & DIU	70+	Unknown diseases	M	0
DAMAN & DIU	70+	Unknown diseases	F	0
DAMAN & DIU	70+	Unknown diseases	T	0
DAMAN & DIU	1-4	Respiratory	M	100
DAMAN & DIU	1-4	Respiratory	F	0
DAMAN & DIU	1-4	Respiratory	T	87.5
DAMAN & DIU	5-14	Respiratory	M	50
DAMAN & DIU	5-14	Respiratory	F	2
DAMAN & DIU	5-14	Respiratory	T	50
DAMAN & DIU	15-24	Respiratory	M	75
DAMAN & DIU	15-24	Respiratory	F	27.8
DAMAN & DIU	15-24	Respiratory	T	52.6
DAMAN & DIU	25-34	Respiratory	M	63.6
DAMAN & DIU	25-34	Respiratory	F	53.8
DAMAN & DIU	25-34	Respiratory	T	60.9
DAMAN & DIU	35-44	Respiratory	M	44.2
DAMAN & DIU	35-44	Respiratory	F	22.2
DAMAN & DIU	35-44	Respiratory	T	38.6
DAMAN & DIU	45-54	Respiratory	M	28.2
DAMAN & DIU	45-54	Respiratory	F	27.8
DAMAN & DIU	45-54	Respiratory	T	28.1
DAMAN & DIU	55-64	Respiratory	M	31.9
DAMAN & DIU	55-64	Respiratory	F	43.3
DAMAN & DIU	55-64	Respiratory	T	35.3
DAMAN & DIU	65-69	Respiratory	M	23.7
DAMAN & DIU	65-69	Respiratory	F	52.2
DAMAN & DIU	65-69	Respiratory	T	34.4
DAMAN & DIU	70+	Respiratory	M	32.3
DAMAN & DIU	70+	Respiratory	F	32.7
DAMAN & DIU	70+	Respiratory	T	32.5
DAMAN & DIU	1-4	Cancer	M	0
DAMAN & DIU	1-4	Cancer	F	0
DAMAN & DIU	1-4	Cancer	T	0
DAMAN & DIU	5-14	Cancer	M	0
DAMAN & DIU	5-14	Cancer	F	1
DAMAN & DIU	5-14	Cancer	T	16.7
DAMAN & DIU	15-24	Cancer	M	0
DAMAN & DIU	15-24	Cancer	F	0
DAMAN & DIU	15-24	Cancer	T	0
DAMAN & DIU	25-34	Cancer	M	0
DAMAN & DIU	25-34	Cancer	F	7.7
DAMAN & DIU	25-34	Cancer	T	2.2
DAMAN & DIU	35-44	Cancer	M	1.9
DAMAN & DIU	35-44	Cancer	F	11.1
DAMAN & DIU	35-44	Cancer	T	4.3
DAMAN & DIU	45-54	Cancer	M	1.3
DAMAN & DIU	45-54	Cancer	F	11.1
DAMAN & DIU	45-54	Cancer	T	3.1
DAMAN & DIU	55-64	Cancer	M	0
DAMAN & DIU	55-64	Cancer	F	3.3
DAMAN & DIU	55-64	Cancer	T	1
DAMAN & DIU	65-69	Cancer	M	0
DAMAN & DIU	65-69	Cancer	F	4.3
DAMAN & DIU	65-69	Cancer	T	1.6
DAMAN & DIU	70+	Cancer	M	0
DAMAN & DIU	70+	Cancer	F	1
DAMAN & DIU	70+	Cancer	T	0.5
DAMAN & DIU	1-4	Digestive	M	0
DAMAN & DIU	1-4	Digestive	F	0
DAMAN & DIU	1-4	Digestive	T	0
DAMAN & DIU	5-14	Digestive	M	0
DAMAN & DIU	5-14	Digestive	F	0
DAMAN & DIU	5-14	Digestive	T	0
DAMAN & DIU	15-24	Digestive	M	5
DAMAN & DIU	15-24	Digestive	F	0
DAMAN & DIU	15-24	Digestive	T	2.6
DAMAN & DIU	25-34	Digestive	M	0
DAMAN & DIU	25-34	Digestive	F	7.7
DAMAN & DIU	25-34	Digestive	T	2.2
DAMAN & DIU	35-44	Digestive	M	9.6
DAMAN & DIU	35-44	Digestive	F	0
DAMAN & DIU	35-44	Digestive	T	7.1
DAMAN & DIU	45-54	Digestive	M	3.8
DAMAN & DIU	45-54	Digestive	F	0
DAMAN & DIU	45-54	Digestive	T	3.1
DAMAN & DIU	55-64	Digestive	M	2.8
DAMAN & DIU	55-64	Digestive	F	3.3
DAMAN & DIU	55-64	Digestive	T	2.9
DAMAN & DIU	65-69	Digestive	M	5.3
DAMAN & DIU	65-69	Digestive	F	0
DAMAN & DIU	65-69	Digestive	T	3.3
DAMAN & DIU	70+	Digestive	M	2.1
DAMAN & DIU	70+	Digestive	F	0
DAMAN & DIU	70+	Digestive	T	1
DAMAN & DIU	1-4	Blood diseases	M	0
DAMAN & DIU	1-4	Blood diseases	F	0
DAMAN & DIU	1-4	Blood diseases	T	0
DAMAN & DIU	5-14	Blood diseases	M	0
DAMAN & DIU	5-14	Blood diseases	F	0
DAMAN & DIU	5-14	Blood diseases	T	0
DAMAN & DIU	15-24	Blood diseases	M	0
DAMAN & DIU	15-24	Blood diseases	F	0
DAMAN & DIU	15-24	Blood diseases	T	0
DAMAN & DIU	25-34	Blood diseases	M	0
DAMAN & DIU	25-34	Blood diseases	F	0
DAMAN & DIU	25-34	Blood diseases	T	0
DAMAN & DIU	35-44	Blood diseases	M	1.9
DAMAN & DIU	35-44	Blood diseases	F	5.6
DAMAN & DIU	35-44	Blood diseases	T	2.9
DAMAN & DIU	45-54	Blood diseases	M	0
DAMAN & DIU	45-54	Blood diseases	F	0
DAMAN & DIU	45-54	Blood diseases	T	0
DAMAN & DIU	55-64	Blood diseases	M	0
DAMAN & DIU	55-64	Blood diseases	F	0
DAMAN & DIU	55-64	Blood diseases	T	0
DAMAN & DIU	65-69	Blood diseases	M	0
DAMAN & DIU	65-69	Blood diseases	F	0
DAMAN & DIU	65-69	Blood diseases	T	0
DAMAN & DIU	70+	Blood diseases	M	0
DAMAN & DIU	70+	Blood diseases	F	1
DAMAN & DIU	70+	Blood diseases	T	0.5
DAMAN & DIU	1-4	Endocrine	M	0
DAMAN & DIU	1-4	Endocrine	F	0
DAMAN & DIU	1-4	Endocrine	T	0
DAMAN & DIU	5-14	Endocrine	M	0
DAMAN & DIU	5-14	Endocrine	F	0
DAMAN & DIU	5-14	Endocrine	T	0
DAMAN & DIU	15-24	Endocrine	M	0
DAMAN & DIU	15-24	Endocrine	F	0
DAMAN & DIU	15-24	Endocrine	T	0
DAMAN & DIU	25-34	Endocrine	M	3
DAMAN & DIU	25-34	Endocrine	F	0
DAMAN & DIU	25-34	Endocrine	T	2.2
DAMAN & DIU	35-44	Endocrine	M	0
DAMAN & DIU	35-44	Endocrine	F	5.6
DAMAN & DIU	35-44	Endocrine	T	1.4
DAMAN & DIU	45-54	Endocrine	M	1.3
DAMAN & DIU	45-54	Endocrine	F	0
DAMAN & DIU	45-54	Endocrine	T	1
DAMAN & DIU	55-64	Endocrine	M	1.4
DAMAN & DIU	55-64	Endocrine	F	0
DAMAN & DIU	55-64	Endocrine	T	1
DAMAN & DIU	65-69	Endocrine	M	0
DAMAN & DIU	65-69	Endocrine	F	0
DAMAN & DIU	65-69	Endocrine	T	0
DAMAN & DIU	70+	Endocrine	M	1
DAMAN & DIU	70+	Endocrine	F	2
DAMAN & DIU	70+	Endocrine	T	1.5
DAMAN & DIU	1-4	Nervous	M	0
DAMAN & DIU	1-4	Nervous	F	0
DAMAN & DIU	1-4	Nervous	T	0
DAMAN & DIU	5-14	Nervous	M	0
DAMAN & DIU	5-14	Nervous	F	0
DAMAN & DIU	5-14	Nervous	T	0
DAMAN & DIU	15-24	Nervous	M	0
DAMAN & DIU	15-24	Nervous	F	0
DAMAN & DIU	15-24	Nervous	T	0
DAMAN & DIU	25-34	Nervous	M	0
DAMAN & DIU	25-34	Nervous	F	0
DAMAN & DIU	25-34	Nervous	T	0
DAMAN & DIU	35-44	Nervous	M	0
DAMAN & DIU	35-44	Nervous	F	0
DAMAN & DIU	35-44	Nervous	T	0
DAMAN & DIU	45-54	Nervous	M	0
DAMAN & DIU	45-54	Nervous	F	0
DAMAN & DIU	45-54	Nervous	T	0
DAMAN & DIU	55-64	Nervous	M	0
DAMAN & DIU	55-64	Nervous	F	0
DAMAN & DIU	55-64	Nervous	T	0
DAMAN & DIU	65-69	Nervous	M	0
DAMAN & DIU	65-69	Nervous	F	0
DAMAN & DIU	65-69	Nervous	T	0
DAMAN & DIU	70+	Nervous	M	0
DAMAN & DIU	70+	Nervous	F	0
DAMAN & DIU	70+	Nervous	T	0
DAMAN & DIU	1-4	Others	F	0
DAMAN & DIU	5-14	Others	F	0
DAMAN & DIU	15-24	Others	F	44.4
DAMAN & DIU	25-34	Others	F	0
DAMAN & DIU	35-44	Others	F	0
DAMAN & DIU	45-54	Others	F	0
DAMAN & DIU	55-64	Others	F	0
DAMAN & DIU	65-69	Others	F	0
DAMAN & DIU	70+	Others	F	0
DAMAN & DIU	1-4	Others	M	0
DAMAN & DIU	5-14	Others	M	0
DAMAN & DIU	15-24	Others	M	0
DAMAN & DIU	25-34	Others	M	0
DAMAN & DIU	35-44	Others	M	0
DAMAN & DIU	45-54	Others	M	0
DAMAN & DIU	55-64	Others	M	0
DAMAN & DIU	65-69	Others	M	0
DAMAN & DIU	70+	Others	M	0
DAMAN & DIU	1-4	Others	T	0
DAMAN & DIU	5-14	Others	T	0
DAMAN & DIU	15-24	Others	T	21.1
DAMAN & DIU	25-34	Others	T	0
DAMAN & DIU	35-44	Others	T	0
DAMAN & DIU	45-54	Others	T	0
DAMAN & DIU	55-64	Others	T	0
DAMAN & DIU	65-69	Others	T	0
DAMAN & DIU	70+	Others	T	0
DELHI	1-4	Circulatory	M	5
DELHI	1-4	Circulatory	F	5.7
DELHI	1-4	Circulatory	T	5.3
DELHI	5-14	Circulatory	M	8.6
DELHI	5-14	Circulatory	F	5.4
DELHI	5-14	Circulatory	T	7.2
DELHI	15-24	Circulatory	M	11.5
DELHI	15-24	Circulatory	F	9.7
DELHI	15-24	Circulatory	T	10.7
DELHI	25-34	Circulatory	M	11.1
DELHI	25-34	Circulatory	F	12
DELHI	25-34	Circulatory	T	11.4
DELHI	35-44	Circulatory	M	14.1
DELHI	35-44	Circulatory	F	15
DELHI	35-44	Circulatory	T	14.4
DELHI	45-54	Circulatory	M	18.5
DELHI	45-54	Circulatory	F	18.2
DELHI	45-54	Circulatory	T	18.4
DELHI	55-64	Circulatory	M	20.8
DELHI	55-64	Circulatory	F	18.9
DELHI	55-64	Circulatory	T	20.1
DELHI	65-69	Circulatory	M	20.5
DELHI	65-69	Circulatory	F	21.9
DELHI	65-69	Circulatory	T	21.1
DELHI	70+	Circulatory	M	21.7
DELHI	70+	Circulatory	F	22.5
DELHI	70+	Circulatory	T	22
DELHI	1-4	Infections	M	19.3
DELHI	1-4	Infections	F	21.5
DELHI	1-4	Infections	T	20.2
DELHI	5-14	Infections	M	19.6
DELHI	5-14	Infections	F	26
DELHI	5-14	Infections	T	22.3
DELHI	15-24	Infections	M	19.2
DELHI	15-24	Infections	F	23.6
DELHI	15-24	Infections	T	21.2
DELHI	25-34	Infections	M	19.7
DELHI	25-34	Infections	F	21
DELHI	25-34	Infections	T	20.2
DELHI	35-44	Infections	M	18.9
DELHI	35-44	Infections	F	18.5
DELHI	35-44	Infections	T	18.8
DELHI	45-54	Infections	M	17.3
DELHI	45-54	Infections	F	15.9
DELHI	45-54	Infections	T	16.8
DELHI	55-64	Infections	M	15.4
DELHI	55-64	Infections	F	16.9
DELHI	55-64	Infections	T	15.9
DELHI	65-69	Infections	M	17.4
DELHI	65-69	Infections	F	16.1
DELHI	65-69	Infections	T	16.9
DELHI	70+	Infections	M	17.3
DELHI	70+	Infections	F	17.4
DELHI	70+	Infections	T	17.4
DELHI	1-4	External Causes	M	9.4
DELHI	1-4	External Causes	F	8.7
DELHI	1-4	External Causes	T	9.1
DELHI	5-14	External Causes	M	7.4
DELHI	5-14	External Causes	F	6.3
DELHI	5-14	External Causes	T	6.9
DELHI	15-24	External Causes	M	12.2
DELHI	15-24	External Causes	F	16.8
DELHI	15-24	External Causes	T	14.3
DELHI	25-34	External Causes	M	11.7
DELHI	25-34	External Causes	F	13.2
DELHI	25-34	External Causes	T	12.3
DELHI	35-44	External Causes	M	6.7
DELHI	35-44	External Causes	F	6.3
DELHI	35-44	External Causes	T	6.6
DELHI	45-54	External Causes	M	3.4
DELHI	45-54	External Causes	F	3.1
DELHI	45-54	External Causes	T	3.3
DELHI	55-64	External Causes	M	2.7
DELHI	55-64	External Causes	F	2.3
DELHI	55-64	External Causes	T	2.6
DELHI	65-69	External Causes	M	1.5
DELHI	65-69	External Causes	F	1.5
DELHI	65-69	External Causes	T	1.5
DELHI	70+	External Causes	M	1.7
DELHI	70+	External Causes	F	1.6
