Sport	Gender	Event	Time	Timetxt	Athlete	Nationality	Year	Yeartxt	Timeinseconds	Unit
Athletics	Men	Pole vault	102.6548673	5.80 m	Thierry Vigneron	Poland	1980	1980	5.8	m
Athletics	Men	Pole vault	102.8318584	5.81 m	Vladimir Polyakov	France	1981	1981	5.81	m
Athletics	Men	Pole vault	103.0088496	5.82 m	Pierre Quinon	Soviet Union	1981	1981	5.82	m
Athletics	Men	Pole vault	103.1858407	5.83 m	Thierry Vigneron	France	1983	1983	5.83	m
Athletics	Men	Pole vault	103.539823	5.85 m	Sergey Bubka	France	1983	1983	5.85	m
Athletics	Men	Pole vault	104.0707965	5.88 m	Sergey Bubka	Soviet Union	1984	1984	5.88	m
Athletics	Men	Pole vault	104.4247788	5.90 m	Sergey Bubka	Soviet Union	1984	1984	5.9	m
Athletics	Men	Pole vault	104.6017699	5.91 m	Thierry Vigneron	Soviet Union	1984	1984	5.91	m
Athletics	Men	Pole vault	105.1327434	5.94 m	Sergey Bubka	France	1984	1984	5.94	m
Athletics	Men	Pole vault	106.1946903	6.00 m	Sergey Bubka	Soviet Union	1984	1984	6	m
Athletics	Men	Pole vault	106.3716814	6.01 m	Sergey Bubka	Soviet Union	1985	1985	6.01	m
Athletics	Men	Pole vault	106.7256637	6.03 m	Sergey Bubka	Soviet Union	1986	1986	6.03	m
Athletics	Men	Pole vault	107.079646	6.05 m	Sergey Bubka	Soviet Union	1987	1987	6.05	m
Athletics	Men	Pole vault	107.2566372	6.06 m	Sergey Bubka	Soviet Union	1988	1988	6.06	m
Athletics	Men	Pole vault	107.4336283	6.07 m	Sergey Bubka	Soviet Union	1988	1988	6.07	m
Athletics	Men	Pole vault	107.6106195	6.08 m	Sergey Bubka	Soviet Union	1991	1991	6.08	m
Athletics	Men	Pole vault	107.7876106	6.09 m	Sergey Bubka	Soviet Union	1991	1991	6.09	m
Athletics	Men	Pole vault	107.9646018	6.10 m	Sergey Bubka	Soviet Union	1991	1991	6.1	m
Athletics	Men	Pole vault	108.1415929	6.11 m	Sergey Bubka	Soviet Union	1991	1991	6.11	m
Athletics	Men	Pole vault	108.3185841	6.12 m	Sergey Bubka	Ukraine	1992	1992	6.12	m
Athletics	Men	Pole vault	108.4955752	6.13 m	Sergey Bubka	Ukraine	1992	1992	6.13	m
Athletics	Men	Pole vault	108.6725664	6.14 m 	Sergey Bubka	Ukraine	1992	1992	6.14	m
Athletics	Men	Pole vault	109.0265487	6.16 m 	Renaud Lavillenie	Ukraine	1994	1994	6.16	m
Athletics	Women	Pole vault	100	4.05 m	Sun Caiyun	China	1992	1992	4.05	m
Athletics	Women	Pole vault	100.7407407	4.08 m	Sun Caiyun	China	1995	1995	4.08	m
Athletics	Women	Pole vault	100.7407407	4.08 m	Zhong Guiqing	China	1995	1995	4.08	m
Athletics	Women	Pole vault	101.2345679	4.10 m	Daniela Bártová	Czech Republic	1995	1995	4.1	m
Athletics	Women	Pole vault	101.7283951	4.12 m	Daniela Bártová	Czech Republic	1995	1995	4.12	m
Athletics	Women	Pole vault	101.9753086	4.13 m	Daniela Bártová	Czech Republic	1995	1995	4.13	m
Athletics	Women	Pole vault	102.2222222	4.14 m	Daniela Bártová	Czech Republic	1995	1995	4.14	m
Athletics	Women	Pole vault	102.4691358	4.15 m	Daniela Bártová	Czech Republic	1995	1995	4.15	m
Athletics	Women	Pole vault	102.7160494	4.16 m	Daniela Bártová	Czech Republic	1995	1995	4.16	m
Athletics	Women	Pole vault	102.962963	4.17 m	Daniela Bártová	Czech Republic	1995	1995	4.17	m
Athletics	Women	Pole vault	103.2098765	4.18 m	Andrea Müller	Germany	1995	1995	4.18	m
Athletics	Women	Pole vault	103.7037037	4.20 m	Daniela Bártová	Czech Republic	1995	1995	4.2	m
Athletics	Women	Pole vault	103.9506173	4.21 m	Daniela Bártová	Czech Republic	1995	1995	4.21	m
Athletics	Women	Pole vault	104.1975309	4.22 m	Daniela Bártová	Czech Republic	1995	1995	4.22	m
Athletics	Women	Pole vault	104.9382716	4.25 m	Emma George	Australia	1995	1995	4.25	m
Athletics	Women	Pole vault	105.6790123	4.28 m	Emma George	Australia	1995	1995	4.28	m
Athletics	Women	Pole vault	108.8888889	4.41 m	Emma George	Australia	1996	1996	4.41	m
Athletics	Women	Pole vault	109.1358025	4.42 m	Emma George	Australia	1996	1996	4.42	m
Athletics	Women	Pole vault	109.8765432	4.45 m	Emma George	Australia	1996	1996	4.45	m
Athletics	Women	Pole vault	111.1111111	4.50 m	Emma George	Australia	1997	1997	4.5	m
Athletics	Women	Pole vault	112.345679	4.55 m	Emma George	Australia	1997	1997	4.55	m
Athletics	Women	Pole vault	112.8395062	4.57 m	Emma George	Australia	1998	1998	4.57	m
Athletics	Women	Pole vault	113.0864198	4.58 m	Emma George	Australia	1998	1998	4.58	m
Athletics	Women	Pole vault	113.3333333	4.59 m	Emma George	Australia	1998	1998	4.59	m
Athletics	Women	Pole vault	113.5802469	4.60 m	Emma George	Australia	1999	1999	4.6	m
Athletics	Women	Pole vault	113.5802469	4.60 m	Stacy Dragila	USA	1999	1999	4.6	m
Athletics	Women	Pole vault	113.5802469	4.60 m	Stacy Dragila	USA	2000	2000	4.6	m
Athletics	Women	Pole vault	114.0740741	4.62 m	Stacy Dragila	USA	2000	2000	4.62	m
Athletics	Women	Pole vault	114.3209877	4.63 m	Stacy Dragila	USA	2000	2000	4.63	m
Athletics	Women	Pole vault	114.3209877	4.63 m	Stacy Dragila	USA	2001	2001	4.63	m
Athletics	Women	Pole vault	114.5679012	4.64 m	Svetlana Feofanova	Russia	2001	2001	4.64	m
Athletics	Women	Pole vault	115.0617284	4.66 m	Stacy Dragila	USA	2001	2001	4.66	m
Athletics	Women	Pole vault	116.0493827	4.70 m	Stacy Dragila	USA	2001	2001	4.7	m
Athletics	Women	Pole vault	116.0493827	4.70 m	Stacy Dragila	USA	2001	2001	4.7	m
Athletics	Women	Pole vault	116.2962963	4.71 m	Stacy Dragila	USA	2001	2001	4.71	m
Athletics	Women	Pole vault	118.7654321	4.81 m	Stacy Dragila	USA	2001	2001	4.81	m
Athletics	Women	Pole vault	119.0123457	4.82 m	Yelena Isinbayeva	Russia	2003	2003	4.82	m
Athletics	Women	Pole vault	119.2592593	4.83 m	Yelena Isinbayeva	Russia	2004	2004	4.83	m
Athletics	Women	Pole vault	119.7530864	4.85 m	Svetlana Feofanova	Russia	2004	2004	4.85	m
Athletics	Women	Pole vault	120	4.86 m	Yelena Isinbayeva	Russia	2004	2004	4.86	m
Athletics	Women	Pole vault	120.2469136	4.87 m	Yelena Isinbayeva	Russia	2004	2004	4.87	m
Athletics	Women	Pole vault	120.4938272	4.88 m	Svetlana Feofanova	Russia	2004	2004	4.88	m
Athletics	Women	Pole vault	120.7407407	4.89 m	Yelena Isinbayeva	Russia	2004	2004	4.89	m
Athletics	Women	Pole vault	120.9876543	4.90 m	Yelena Isinbayeva	Russia	2004	2004	4.9	m
Athletics	Women	Pole vault	121.2345679	4.91 m	Yelena Isinbayeva	Russia	2004	2004	4.91	m
Athletics	Women	Pole vault	121.4814815	4.92 m	Yelena Isinbayeva	Russia	2004	2004	4.92	m
Athletics	Women	Pole vault	121.7283951	4.93 m	Yelena Isinbayeva	Russia	2005	2005	4.93	m
Athletics	Women	Pole vault	122.2222222	4.95 m	Yelena Isinbayeva	Russia	2005	2005	4.95	m
Athletics	Women	Pole vault	122.4691358	4.96 m	Yelena Isinbayeva	Russia	2005	2005	4.96	m
Athletics	Women	Pole vault	123.4567901	5.00 m	Yelena Isinbayeva	Russia	2005	2005	5	m
Athletics	Women	Pole vault	123.7037037	5.01 m	Yelena Isinbayeva	Russia	2005	2005	5.01	m
Athletics	Women	Pole vault	124.1975309	5.03 m	Yelena Isinbayeva	Russia	2008	2008	5.03	m
Athletics	Women	Pole vault	124.4444444	5.04 m	Yelena Isinbayeva	Russia	2008	2008	5.04	m
Athletics	Women	Pole vault	124.691358	5.05 m	Yelena Isinbayeva	Russia	2008	2008	5.05	m
Athletics	Women	Pole vault	124.9382716	5.06 m	Yelena Isinbayeva	Russia	2009	2009	5.06	m
Athletics	Men	Long jump	100	8.90 m	Bob Beamon	USA	1968	1968	8.9	m
Athletics	Men	Long jump	100.5617978	8.95 m	Mike Powell	USA	1991	1991		m
Athletics	Women	Long jump	100	6.84 m	Heide Rosendahl	West Germany	1970	1970	6.84	m
Athletics	Women	Long jump	101.1695906	6.92 m	Angela Voigt	East Germany	1976	1976	6.92	m
Athletics	Women	Long jump	102.1929825	6.99 m	Siegrun Siegl	East Germany	1976	1976	6.99	m
Athletics	Women	Long jump	103.3625731	7.07 m	Vilma Bardauskiené	Soviet Union	1978	1978	7.07	m
Athletics	Women	Long jump	103.6549708	7.09 m	Vilma Bardauskiené	Soviet Union	1978	1978	7.09	m
Athletics	Women	Long jump	104.5321637	7.15 m	Anişoara Cuşmir	Romania	1982	1982	7.15	m
Athletics	Women	Long jump	105.2631579	7.20 m	Valy Ionescu	Romania	1982	1982	7.2	m
Athletics	Women	Long jump	105.4093567	7.21 m	Anişoara Cuşmir	Romania	1983	1983	7.21	m
Athletics	Women	Long jump	106.2865497	7.27 m	Anişoara Cuşmir	Romania	1983	1983	7.27	m
Athletics	Women	Long jump	108.625731	7.43 m	Anişoara Cuşmir	Romania	1983	1983	7.43	m
Athletics	Women	Long jump	108.7719298	7.44 m	Heike Drechsler	East Germany	1985	1985	7.44	m
Athletics	Women	Long jump	108.9181287	7.45 m	Heike Drechsler	East Germany	1986	1986	7.45	m
Athletics	Women	Long jump	108.9181287	7.45 m	Heike Drechsler	East Germany	1986	1986	7.45	m
Athletics	Women	Long jump	108.9181287	7.45 m	Jackie Joyner-Kersee	USA	1987	1987	7.45	m
Athletics	Women	Long jump	108.9181287	7.45 m	Galina Chistyakova	Soviet Union	1988	1988	7.45	m
Athletics	Women	Long jump	109.9415205	7.52 m	Galina Chistyakova	Soviet Union	1988	1988	7.52	m
Athletics	Men	Triple jump	100	17.89 m	João Carlos de Oliveira	Brazil	1975	1975	17.89	m
Athletics	Men	Triple jump	100.4471772	17.97 m	Willie Banks	USA	1985	1985	17.97	m
Athletics	Men	Triple jump	100.5030743	17.98 m	Jonathan Edwards	United Kingdom	1995	1995	17.98	m
Athletics	Men	Triple jump	101.509223	18.16 m	Jonathan Edwards	United Kingdom	1995	1995	18.16	m
Athletics	Men	Triple jump	102.235886	18.29 m	Jonathan Edwards	United Kingdom	1995	1995	18.29	m
Athletics	Women	Triple jump	100	14.54 m	Li Huirong	China	1990	1990	14.54	m
Athletics	Women	Triple jump	102.8198074	14.95 m	Inessa Kravets	Soviet Union	1991	1991	14.95	m
Athletics	Women	Triple jump	102.957359	14.97 m	Iolanda Chen	Russia	1993	1993	14.97	m
Athletics	Women	Triple jump	103.7826685	15.09 m	Anna Biryukova	Russia	1993	1993	15.09	m
Athletics	Women	Triple jump	106.6024759	15.50 m	Inessa Kravets	Ukraine	1995	1995	15.5	m
Athletics	Men	Discus throw	100	69.08 m	John Powell	USA	1975	1975	69.08	m
Athletics	Men	Discus throw	100.1447597	69.18 m	Mac Wilkins	USA	1976	1976	69.18	m
Athletics	Men	Discus throw	100.8962128	69.80 m	Mac Wilkins	USA	1976	1976	69.8	m
Athletics	Men	Discus throw	100.6303725	70.24 m	Mac Wilkins	USA	1976	1976	70.24	m
Athletics	Men	Discus throw	100.8826879	70.86 m	Mac Wilkins	USA	1976	1976	70.86	m
Athletics	Men	Discus throw	100.42337	71.16 m	Wolfgang Schmidt	East Germany	1978	1978	71.16	m
Athletics	Men	Discus throw	100.9836987	71.86 m	Yuriy Dumchev	Soviet Union	1983	1983	71.86	m
Athletics	Men	Discus throw	103.0893404	74.08 m	Jürgen Schult	East Germany	1986	1986	74.08	m
Athletics	Women	Discus throw	100	70.20 m	Faina Melnik	Soviet Union	1975	1975	70.2	m
Athletics	Women	Discus throw	100.4273504	70.50 m	Faina Melnik	Soviet Union	1976	1976	70.5	m
Athletics	Women	Discus throw	100.7407407	70.72 m	Evelin Jahl	East Germany	1978	1978	70.72	m
Athletics	Women	Discus throw	101.8518519	71.50 m	Evelin Jahl	East Germany	1980	1980	71.5	m
Athletics	Women	Discus throw	102.2792023	71.80 m	Mariya Petkova	Bulgaria	1980	1980	71.8	m
Athletics	Women	Discus throw	104.3589744	73.26 m	Galina Savinkova	Soviet Union	1983	1983	73.26	m
Athletics	Women	Discus throw	104.5014245	73.36 m	Irina Meszynski	East Germany	1984	1984	73.36	m
Athletics	Women	Discus throw	106.2108262	74.56 m	Zdeňka Šilhavá	Czechoslovakia	1984	1984	74.56	m
Athletics	Women	Discus throw	109.4017094	76.80 m	Gabriele Reinsch	East Germany	1988	1988	76.8	m
Athletics	Men	Hammer throw	100	79.30 m	Walter Schmidt	West Germany	1975	1975	79.3	m
Athletics	Men	Hammer throw	101.0592686	80.14 m	Boris Zaichuk	Soviet Union	1978	1978	80.14	m
Athletics	Men	Hammer throw	101.2862547	80.32 m	Karl-Hans Riehm	West Germany	1978	1978	80.32	m
Athletics	Men	Hammer throw	101.3619168	80.38 m	Yuriy Sedykh	Soviet Union	1980	1980	80.38	m
Athletics	Men	Hammer throw	101.4627995	80.46 m	Jüri Tamm	Soviet Union	1980	1980	80.46	m
Athletics	Men	Hammer throw	101.6897856	80.64 m	Yuriy Sedykh	Soviet Union	1980	1980	80.64	m
Athletics	Men	Hammer throw	102.9760404	81.66 m	Sergey Litvinov	Soviet Union	1980	1980	81.66	m
Athletics	Men	Hammer throw	103.1525851	81.80 m	Yuriy Sedykh	Soviet Union	1980	1980	81.8	m
Athletics	Men	Hammer throw	105.9016393	83.98 m	Sergey Litvinov	Soviet Union	1982	1982	83.98	m
Athletics	Men	Hammer throw	106.1034048	84.14 m	Sergey Litvinov	Soviet Union	1983	1983	84.14	m
Athletics	Men	Hammer throw	108.8776797	86.34 m	Yuriy Sedykh	Soviet Union	1984	1984	86.34	m
Athletics	Men	Hammer throw	109.2812106	86.66 m	Yuriy Sedykh	Soviet Union	1986	1986	86.66	m
Athletics	Men	Hammer throw	109.3820933	86.74 m	Yuriy Sedykh	Soviet Union	1986	1986	86.74	m
Athletics	Women	Hammer throw	100	66.84 m	Olga Kuzenkova	Russia	1994	1994	66.84	m
Athletics	Women	Hammer throw	100.0299222	66.86 m	Mihaela Melinte	Romania	1995	1995	66.86	m
Athletics	Women	Hammer throw	100.2393776	67.00 m	Olga Kuzenkova	Russia	1995	1995	67	m
Athletics	Women	Hammer throw	101.9449431	68.14 m	Olga Kuzenkova	Russia	1995	1995	68.14	m
Athletics	Women	Hammer throw	101.9748654	68.16 m	Olga Kuzenkova	Russia	1995	1995	68.16	m
Athletics	Women	Hammer throw	103.8599641	69.42 m	Mihaela Melinte	Romania	1996	1996	69.42	m
Athletics	Women	Hammer throw	104.0993417	69.58 m	Mihaela Melinte	Romania	1997	1997	69.58	m
Athletics	Women	Hammer throw	106.5529623	71.22 m	Olga Kuzenkova	Russia	1997	1997	71.22	m
Athletics	Women	Hammer throw	109.3656493	73.10 m	Olga Kuzenkova	Russia	1997	1997	73.1	m
Athletics	Women	Hammer throw	109.4254937	73.14 m	Mihaela Melinte	Romania	1998	1998	73.14	m
Athletics	Women	Hammer throw	112.6421305	75.29 m	Mihaela Melinte	Romania	1999	1999	75.29	m
Athletics	Women	Hammer throw	113.6594853	75.97 m	Mihaela Melinte	Romania	1999	1999	75.97	m
Athletics	Women	Hammer throw	113.7791741	76.05 m	Mihaela Melinte	Romania	1999	1999	76.05	m
Athletics	Women	Hammer throw	113.8090963	76.07 m	Mihaela Melinte	Romania	1999	1999	76.07	m
Athletics	Women	Hammer throw	115.2902454	77.06 m	Tatyana Lysenko	Russia	2005	2005	77.06	m
Athletics	Women	Hammer throw	115.5894674	77.26 m	Gulfiya Khanafeyeva	Russia	2006	2006	77.26	m
Athletics	Women	Hammer throw	115.8138839	77.41 m	Tatyana Lysenko	Russia	2006	2006	77.41	m
Athletics	Women	Hammer throw	116.3973668	77.8 m	Tatyana Lysenko	Russia	2006	2006	77.8	m
Athletics	Women	Hammer throw	116.6367445	77.96 m	Anita Włodarczyk	Poland	2009	2009	77.96	m
Athletics	Women	Hammer throw	117.1454219	78.3 m	Anita Włodarczyk	Poland	2010	2010	78.3	m
Athletics	Women	Hammer throw	118.8210652	79.42 m	Betty Heidler	Germany	2011	2011	79.42	m
Athletics	Women	Hammer throw	119.0604428	79.58 m	Anita Włodarczyk	Poland	2014	2014	79.58	m
Athletics	Women	Hammer throw	119.4344704	79.83 m	Anita Włodarczyk	Poland	2015	2015	79.83	m
Athletics	Women	Hammer throw	121.304608	81.08 m	Anita Włodarczyk	Poland	2015	2015	81.08	m
Athletics	Men	Shot put	100	21.82 m	Al Feuerbach	USA	1973	1973	21.82	m
Athletics	Men	Shot put	100.1374885	21.85 m	Terry Albritton	USA	1976	1976	21.85	m
Athletics	Men	Shot put	100.8249313	22.00 m	Aleksandr Baryshnikov	Soviet Union	1976	1976	22	m
Athletics	Men	Shot put	101.512374	22.15 m	Udo Beyer	East Germany	1978	1978	22.15	m
Athletics	Men	Shot put	101.8331806	22.22 m	Udo Beyer	East Germany	1983	1983	22.22	m
Athletics	Men	Shot put	103.6663611	22.62 m	Ulf Timmermann	East Germany	1985	1985	22.62	m
Athletics	Men	Shot put	103.7580202	22.64 m	Udo Beyer	East Germany	1986	1986	22.64	m
Athletics	Men	Shot put	104.1246563	22.72 m	Alessandro Andrei	Italy	1987	1987	22.72	m
Athletics	Men	Shot put	104.6746104	22.84 m	Alessandro Andrei	Italy	1987	1987	22.84	m
Athletics	Men	Shot put	104.995417	22.91 m	Alessandro Andrei	Italy	1987	1987	22.91	m
Athletics	Men	Shot put	105.6828598	23.06 m	Ulf Timmermann	East Germany	1988	1988	23.06	m
Athletics	Men	Shot put	105.9578368	23.12 m	Randy Barnes	USA	1990	1990	23.12	m
Athletics	Women	Shot put	100	21.60 m	Marianne Adam	East Germany	1975	1975	21.6	m
Athletics	Women	Shot put	100.3240741	21.67 m	Marianne Adam	East Germany	1976	1976	21.67	m
Athletics	Women	Shot put	101.25	21.87 m	Ivanka Khristova	Bulgaria	1976	1976	21.87	m
Athletics	Women	Shot put	101.3425926	21.89 m	Ivanka Khristova	Bulgaria	1976	1976	21.89	m
Athletics	Women	Shot put	101.8055556	21.99 m	Helena Fibingerová	Czechoslovakia	1976	1976	21.99	m
Athletics	Women	Shot put	103.3333333	22.32 m	Helena Fibingerová	Czechoslovakia	1977	1977	22.32	m
Athletics	Women	Shot put	103.5185185	22.36 m	Ilona Slupianek	East Germany	1980	1980	22.36	m
Athletics	Women	Shot put	103.9351852	22.45 m	Ilona Slupianek	East Germany	1980	1980	22.45	m
Athletics	Women	Shot put	104.3055556	22.53 m	Natalya Lisovskaya	Soviet Union	1984	1984	22.53	m
Athletics	Women	Shot put	104.6296296	22.60 m	Natalya Lisovskaya	Soviet Union	1987	1987	22.6	m
Athletics	Women	Shot put	104.7685185	22.63 m	Natalya Lisovskaya	Soviet Union	1987	1987	22.63	m
Athletics	Men	Marathon	100	   2:09:01	Ian Thompson	United Kingdom	1976	1974	7741	h:m:s
Athletics	Men	Marathon	99.98708177	   2:09:00	Shigeru So	Japan	1978	1978	7740	h:m:s
Athletics	Men	Marathon	99.98708177	   2:09:00 	Gerard Nijboer	Netherlands	1980	1980	7740	h:m:s
Athletics	Men	Marathon	99.22490634	   2:08:01	Robert De Castella	Australia	1981	1981	7681	h:m:s
Athletics	Men	Marathon	99.21198812	   2:08:00	Steve Jones	United Kingdom	1984	1984	7680	h:m:s
Athletics	Men	Marathon	98.44981269	   2:07:01	Carlos Lopes	Portugal	1985	1985	7621	h:m:s
Athletics	Men	Marathon	97.72639194	   2:06:05	Belayneh Dinsamo	Ethiopia	1988	1988	7565	h:m:s
Athletics	Men	Marathon	97.6618008	   2:06:00	Ronaldo da Costa	Brazil	1998	1998	7560	h:m:s
Athletics	Men	Marathon	96.93838005	   2:05:04	Khalid Khannouchi	Morocco	1999	1999	7504	h:m:s
Athletics	Men	Marathon	96.92546183	   2:05:03	Khalid Khannouchi	USA	2002	2002	7503	h:m:s
Athletics	Men	Marathon	96.17620462	   2:04:05	Paul Tergat	Kenya	2003	2003	7445	h:m:s
Athletics	Men	Marathon	96.13744994	   2:04:02	Haile Gebrselassie	Ethiopia	2007	2007	7442	h:m:s
Athletics	Men	Marathon	95.40111097	   2:03:05	Haile Gebrselassie	Ethiopia	2008	2008	7385	h:m:s
Athletics	Men	Marathon	95.37527451	   2:03:03	Patrick Makau	Kenya	2011	2011	7383	h:m:s
Athletics	Men	Marathon	95.36235628	   2:03:02	Wilson Kipsang	Kenya	2013	2013	7382	h:m:s
Athletics	Men	Marathon	94.62601731	   2:02:05	Dennis Kimetto	Kenya	2014	2014	7325	h:m:s
Athletics	Women	Marathon	100	2:38:19	Jacqueline Hansen	USA	1976	1975	9499	h:m:s
Athletics	Women	Marathon	98.062954	2:35:15	Chantal Langlacé	France	1977	1977	9315	h:m:s
Athletics	Women	Marathon	97.76818612	2:34:47	Christa Vahlensieck	West Germany	1977	1977	9287	h:m:s
Athletics	Women	Marathon	95.62059164	2:31:23	Joan Benoit	USA	1980	1980	9083	h:m:s
Athletics	Women	Marathon	95.34687862	2:30:57	Patti Catalano	USA	1980	1980	9057	h:m:s
Athletics	Women	Marathon	95.0310559	2:30:27	Joyce Smith	United Kingdom	1980	1980	9027	h:m:s
Athletics	Women	Marathon	94.71523318	2:29:57	Joyce Smith	United Kingdom	1981	1981	8997	h:m:s
Athletics	Women	Marathon	94.12569744	2:29:01	Charlotte Teske	West Germany	1982	1982	8941	h:m:s
Athletics	Women	Marathon	92.3465628	2:26:12	Joan Benoit	USA	1982	1982	8772	h:m:s
Athletics	Women	Marathon	91.88335614	2:25:28	Grete Waitz	Norway	1983	1983	8728	h:m:s
Athletics	Women	Marathon	91.23065586	2:24:26	Ingrid Kristiansen	Norway	1984	1984	8666	h:m:s
Athletics	Women	Marathon	89.12517107	2:21:06	Ingrid Kristiansen	Norway	1985	1985	8466	h:m:s
Athletics	Women	Marathon	88.92515002	2:20:47	Tegla Loroupe	Kenya	1998	1998	8447	h:m:s
Athletics	Women	Marathon	88.88304032	2:20:43	Tegla Loroupe	Kenya	1999	1999	8443	h:m:s
Athletics	Women	Marathon	88.28297716	2:19:46	Naoko Takahashi	Japan	2001	2001	8386	h:m:s
Athletics	Women	Marathon	87.66185914	2:18:47	Catherine Ndereba	Kenya	2001	2001	8327	h:m:s
Athletics	Women	Marathon	86.72491841	2:17:18	Paula Radcliffe	United Kingdom	2002	2002	8238	h:m:s
Athletics	Women	Marathon	85.53531951	2:15:25	Paula Radcliffe	United Kingdom	2003	2003	8125	h:m:s
Athletics	Men	20 km walk	100	1:23:40	Daniel Bautista	Mexico	1976	1976	5020	h:m:s
Athletics	Men	20 km walk	99.80079681	1:23:30	Anatoliy Solomin	Soviet Union	1978	1978	5010	h:m:s
Athletics	Men	20 km walk	99.44223108	1:23:12	Roland Wieser	East Germany	1978	1978	4992	h:m:s
Athletics	Men	20 km walk	98.38645418	1:22:19	Vadim Tsvetkov	Soviet Union	1979	1979	4939	h:m:s
Athletics	Men	20 km walk	98.32669323	1:22:16	Daniel Bautista	Mexico	1979	1979	4936	h:m:s
Athletics	Men	20 km walk	96.89243028	1:21:04	Daniel Bautista	Mexico	1979	1979	4864	h:m:s
Athletics	Men	20 km walk	96.83266932	1:21:01	Reima Salonen	Finland	1979	1979	4861	h:m:s
Athletics	Men	20 km walk	96.812749	1:21:00	Daniel Bautista	Mexico	1980	1980	4860	h:m:s
Athletics	Men	20 km walk	95.11952191	1:19:35	Domingo Colin	Mexico	1980	1980	4775	h:m:s
Athletics	Men	20 km walk	95.01992032	1:19:30	Jozef Pribilinec	Czechoslovakia	1983	1983	4770	h:m:s
Athletics	Men	20 km walk	94.90039841	1:19:24	Carlos Mercenario	Mexico	1987	1987	4764	h:m:s
Athletics	Men	20 km walk	94.66135458	1:19:12	Axel Noack	East Germany	1987	1987	4752	h:m:s
Athletics	Men	20 km walk	94.58167331	1:19:08	Mikhail Shchennikov	Soviet Union	1988	1988	4748	h:m:s
Athletics	Men	20 km walk	93.62549801	1:18:20	Andrey Perlov	Soviet Union	1990	1990	4700	h:m:s
Athletics	Men	20 km walk	93.48605578	1:18:13	Pavol Blažek	Czechoslovakia	1990	1990	4693	h:m:s
Athletics	Men	20 km walk	93.30677291	1:18:04	Bu Lingtang	China	1994	1994	4684	h:m:s
Athletics	Men	20 km walk	92.52988048	1:17:25	Bernardo Segura	Mexico	1994	1994	4645	h:m:s
Athletics	Men	20 km walk	92.47011952	1:17:22	Paquillo Fernández	Spain	2002	2002	4642	h:m:s
Athletics	Men	20 km walk	92.4501992	1:17:21	Jefferson Pérez	Ecuador	2003	2003	4641	h:m:s
Athletics	Men	20 km walk	92.35059761	1:17:16	Vladimir Kanaykin	Russia	2007	2007	4636	h:m:s
Athletics	Men	20 km walk	92.07171315	1:17:02	Yohann Diniz	France	2015	2015	4622	h:m:s
Athletics	Men	20 km walk	91.55378486	1:16:36	Yusuke Suzuki	Japan	2015	2015	4596	h:m:s
Athletics	Women	20 km walk	100	1:47:10	Margareta Simu	Sweden	1976	1973	6430	h:m:s
Athletics	Women	20 km walk	96.7029549	1:43:38	Lilian Harpur	Australia	1977	1977	6218	h:m:s
Athletics	Women	20 km walk	96.42301711	1:43:20	Thorill Gylder	Norway	1978	1978	6200	h:m:s
Athletics	Women	20 km walk	94.89891135	1:41:42	Susan Cook	Australia	1980	1980	6102	h:m:s
Athletics	Women	20 km walk	92.86158631	1:39:31	Susan Cook	Australia	1981	1981	5971	h:m:s
Athletics	Women	20 km walk	90.1399689	1:36:36	Susan Cook	Australia	1982	1982	5796	h:m:s
Athletics	Women	20 km walk	89.9377916	1:36:23	Susan Cook	Australia	1984	1984	5783	h:m:s
Athletics	Women	20 km walk	89.8755832	1:36:19	Sally Pierson	Australia	1984	1984	5779	h:m:s
Athletics	Women	20 km walk	83.67029549	1:29:40	Kerry Junna-Saxby	Australia	1988	1988	5380	h:m:s
Athletics	Women	20 km walk	81.64852255	1:27:30	Liu Hongyu	China	1995	1995	5250	h:m:s
Athletics	Women	20 km walk	81.64852255	1:27:30	Nadezhda Ryashkina	Russia	1999	1999	5250	h:m:s
Athletics	Women	20 km walk	80.59097978	1:26:22	Wang Yan	China	2001	2001	5182	h:m:s
Athletics	Women	20 km walk	79.9533437	1:25:41	Olimpiada Ivanova	Russia	2005	2005	5141	h:m:s
Athletics	Women	20 km walk	79.44012442	1:25:08	Vera Sokolova	Russia	2011	2011	5108	h:m:s
Athletics	Women	20 km walk	79.34681182	1:25:02	Elena Lashmanova	Russia	2012	2012	5102	h:m:s
Athletics	Women	20 km walk	79.11353033	1:24:47	Elmira Alembekova	Russia	2015	2015	5087	h:m:s
Athletics	Men	50 km walk	100	3:52:45	  Bernd Kannenberg 	West Germany	1976	1972	13965	h:m:s
Athletics	Men	50 km walk	97.04260652	3:45:52	  Raúl González 	Mexico	1978	1978	13552	h:m:s
Athletics	Men	50 km walk	95.09488006	3:41:20	  Raúl González 	Mexico	1978	1978	13280	h:m:s
Athletics	Men	50 km walk	94.85141425	3:40:46	  Josep Marín 	Spain	1983	1983	13246	h:m:s
Athletics	Men	50 km walk	93.88471178	3:38:31	  Ronald Weigel 	East Germany	1984	1984	13111	h:m:s
Athletics	Men	50 km walk	93.78446115	3:38:17	  Ronald Weigel 	East Germany	1986	1986	13097	h:m:s
Athletics	Men	50 km walk	93.52667383	3:37:41	  Andrey Perlov 	Soviet Union	1989	1989	13061	h:m:s
